Date,Year,Month,Event,Event_Type,Total_Tourist_Arrivals,Domestic_Tourists,International_Tourists,Hotel_Occupancy(%),Average_Stay_Duration(days),Tourism_Revenue(INR),Cruise_Arrivals,Airport_Footfall,Temperature(C),Rainfall(mm),Flight_Delays,Monsoon_Impact_Flag,Most_Visited_Place,Agency_or_Package,Lag_1_Month,Lag_3_Month,Lag_6_Month,Moving_Average,Seasonal_Index
2022-01-31,2022,1,Biennale,Arts & Cultural,121500,94382,27118,68.1,1.98,162059440.36,1597,137841,26.33,189.11,7,0,Fort Kochi,Private Agency,118449,115357,109073,116094,0.91
2023-03-24,2023,3,Onam Festival,Festival,66574,46098,20476,69.52,4.42,87309701.04,118,78274,26.91,5.72,15,0,Bolgatty Palace,Government Package,63962,58358,80236,67282,1.14
2023-11-14,2023,11,Monsoon Dip,Low Season,57111,43950,13161,74.16,5.15,87358304.78,97,63281,30.88,50.92,33,0,Hill Palace,Private Agency,52262,51361,60949,55420,0.89
2022-05-11,2022,5,Conference,MICE,118448,91401,27047,80.36,2.65,167615844.78,179,137683,25.77,272.31,39,0,Mattancherry Palace,Travel Group,120587,124432,115550,119754,0.96
2024-02-12,2024,2,No Major Event,None,86535,55335,31200,51.35,2.66,190210240.14,34,98836,32.22,536.49,23,1,Chottanikkara Temple,Self-Planned,91234,76977,68529,80818,0.83
2022-01-15,2022,1,Conference,MICE,77781,55474,22307,69.74,4.68,182380490.2,99,90426,26.05,309.24,31,1,Marine Drive,Private Agency,80033,83607,63218,76159,1.14
2023-09-25,2023,9,Cruise Season,Cruise Tourism,82562,57603,24959,64.09,5.1,185338650.85,803,86338,26.38,274.84,46,0,Marine Drive,Private Agency,78160,77437,91753,82478,0.89
2024-09-01,2024,9,Conference,MICE,58338,37293,21045,54.43,3.57,114917316.03,154,71185,26.61,444.35,45,1,Fort Kochi,Private Agency,59564,60148,52486,57634,0.88
2024-12-05,2024,12,Peak Season,Tourism,76470,60908,15562,83.88,1.92,154069630.81,797,81893,29.3,156.68,1,0,Hill Palace,Government Package,75362,69766,58793,70097,1.15
2022-01-30,2022,1,Cruise Season,Cruise Tourism,92260,59587,32673,80.26,4.74,116586153.67,167,107185,29.43,151.28,17,0,Mattancherry Palace,Travel Group,95566,82501,95828,91538,1.03
2022-06-28,2022,6,Conference,MICE,58020,43962,14058,77.22,3.74,101651322.13,152,75253,32.48,43.87,30,0,Cherai Beach,Government Package,57297,49047,69664,58507,1.11
2023-05-03,2023,5,Peak Season,Tourism,88477,63158,25319,75.35,3.95,205934736.18,2539,99085,32.84,302.77,19,1,Chinese Fishing Nets,Government Package,86750,90407,73734,84842,0.83
2022-10-10,2022,10,No Major Event,None,118834,75414,43420,55.78,2.15,157845503.83,48,132877,31.17,98.12,25,0,Fort Kochi,Travel Group,123728,124990,105542,118273,1.17
2024-05-27,2024,5,Wedding Season,MICE,98181,72608,25573,89.52,3.01,140295410.09,102,111809,28.67,24.38,28,0,Marine Drive,Private Agency,102709,104401,90559,98962,0.9
2022-10-25,2022,10,Biennale,Arts & Cultural,88753,57178,31575,67.05,3.9,125245702.13,2251,105847,28.3,426.52,40,1,Mattancherry Palace,Self-Planned,85692,84274,73206,82981,0.82
2024-10-30,2024,10,Onam Festival,Festival,124968,94084,30884,53.83,5.07,224236814.71,184,134127,30.9,104.65,5,0,Bolgatty Palace,Self-Planned,126076,129198,134869,128777,0.96
2023-08-15,2023,8,Wedding Season,MICE,79932,57294,22638,71.62,4.92,235925272.04,62,99229,26.36,466.57,1,1,Bolgatty Palace,Private Agency,79766,78617,73342,77914,1.19
2022-10-21,2022,10,Cruise Season,Cruise Tourism,50919,34928,15991,81.01,2.65,103790824.25,2303,63840,29.44,16.25,36,0,Mattancherry Palace,Private Agency,49643,57195,55161,53229,1.13
2024-02-11,2024,2,Biennale,Arts & Cultural,120906,76962,43944,94.36,2.26,283298712.42,2371,124332,24.38,238.61,4,0,Bolgatty Palace,Self-Planned,125877,115280,114142,119051,1.11
2024-07-25,2024,7,Cruise Season,Cruise Tourism,117995,88531,29464,92.31,3.25,256712499.15,305,127921,32.98,431.07,42,1,Marine Drive,Self-Planned,117618,127080,130221,123228,0.99
2023-09-10,2023,9,Peak Season,Tourism,76963,60708,16255,81.22,2.22,194357201.66,1138,88778,24.8,407.97,48,1,Bolgatty Palace,Private Agency,74813,74037,96789,80650,0.9
2024-01-17,2024,1,Biennale,Arts & Cultural,93199,60751,32448,77.81,4.26,157743773.61,686,106780,31.58,41.58,36,0,Marine Drive,Self-Planned,89069,89696,87452,89854,0.92
2023-03-20,2023,3,Wedding Season,MICE,93573,73602,19971,52.64,4.64,155213602.27,120,98263,30.64,221.35,20,0,Lulu Mall,Private Agency,93758,92514,84541,91096,0.9
2022-08-29,2022,8,No Major Event,None,73535,48382,25153,67.99,3.92,197044226.28,120,87959,32.79,517.51,4,1,Mattancherry Palace,Travel Group,74378,79608,68235,73939,1.1
2023-02-20,2023,2,Monsoon Dip,Low Season,72926,48226,24700,51.8,4.4,110692617.65,28,77363,32.9,589.49,40,1,Mattancherry Palace,Government Package,68207,74981,67213,70831,0.89
2022-06-03,2022,6,Peak Season,Tourism,64292,39610,24682,61.38,5.43,100534108.07,1449,81193,29.17,322.94,16,1,Mattancherry Palace,Private Agency,66290,73829,49580,63497,0.88
2022-01-29,2022,1,Biennale,Arts & Cultural,120446,91504,28942,50.35,3.97,263476450.13,1572,130149,32.55,347.66,16,1,Marine Drive,Self-Planned,119561,116882,107783,116168,1.04
2024-06-01,2024,6,Conference,MICE,96410,71446,24964,81.17,4.45,142750085.41,171,103648,27.77,513.8,16,1,Cherai Beach,Self-Planned,99777,102124,80259,94642,1.15
2024-03-04,2024,3,Wedding Season,MICE,127287,86198,41089,71.3,2.57,218037392.84,189,136996,25.23,263.87,34,0,Marine Drive,Self-Planned,122689,122110,126145,124557,0.99
2024-11-06,2024,11,Biennale,Arts & Cultural,103823,67417,36406,78.74,2.63,145390641.18,2848,107508,32.63,528.33,13,1,Cherai Beach,Travel Group,99066,98157,95081,99031,0.87
2024-03-02,2024,3,No Major Event,None,86658,57638,29020,82.18,1.85,148474292.38,70,95760,28.36,76.82,39,0,Lulu Mall,Government Package,89491,85293,78735,85044,0.82
2022-04-13,2022,4,Onam Festival,Festival,108753,84941,23812,73.83,3.2,131758636.67,57,122511,32.11,81.99,2,0,Chinese Fishing Nets,Travel Group,107165,103209,100780,104976,1.06
2022-03-20,2022,3,Cruise Season,Cruise Tourism,85723,62144,23579,88.34,5.41,225574510.79,2485,100197,29.11,561.55,46,1,Chinese Fishing Nets,Private Agency,81433,91286,83678,85530,1.12
2024-12-04,2024,12,No Major Event,None,118325,89739,28586,89.77,3.89,322415837.42,39,135226,25.97,363.37,37,1,Lulu Mall,Government Package,122308,109276,123072,118245,1.05
2022-09-28,2022,9,Biennale,Arts & Cultural,104797,65122,39675,71.12,3.11,167623379.18,464,110981,30.14,230.44,20,0,Lulu Mall,Self-Planned,105584,101386,114829,106649,0.96
2024-09-19,2024,9,Biennale,Arts & Cultural,60858,38431,22427,52.67,2.48,123427154.1,336,67541,32.71,5.21,30,0,Chinese Fishing Nets,Government Package,63462,61879,42880,57269,0.96
2023-04-01,2023,4,Conference,MICE,87287,54773,32514,84.66,3.38,158663771.39,179,106991,25.18,163.8,26,0,Mattancherry Palace,Private Agency,92202,93426,100136,93262,1.01
2023-07-08,2023,7,Biennale,Arts & Cultural,60430,40508,19922,84.6,3.56,133708159.26,443,64491,29.79,142.75,20,0,Fort Kochi,Government Package,64106,62980,59946,61865,1.13
2022-01-24,2022,1,Cruise Season,Cruise Tourism,114556,78468,36088,80.79,2.59,267221787.3,1237,128049,31.2,198.37,0,0,Marine Drive,Government Package,115229,110818,94845,108862,1.1
2022-10-20,2022,10,Wedding Season,MICE,88298,66671,21627,87.78,5.22,211507232.65,90,96459,30.29,90.19,36,0,Lulu Mall,Travel Group,86459,86442,93208,88601,0.97
2023-03-09,2023,3,Wedding Season,MICE,50893,34198,16695,61.79,5.16,72980722.94,59,65138,26.84,374.81,24,1,Lulu Mall,Government Package,50291,58357,69538,57269,1.1
2023-10-16,2023,10,Peak Season,Tourism,108660,71051,37609,61.97,2.92,170933693.85,1706,116463,24.17,570.6,14,1,Marine Drive,Private Agency,111788,102578,113928,109238,1.09
2023-04-20,2023,4,Wedding Season,MICE,92804,71409,21395,55.3,4.33,176628924.17,193,108447,27.7,569.86,28,1,Fort Kochi,Private Agency,91355,95827,103374,95840,1.15
2024-07-16,2024,7,Conference,MICE,121174,74556,46618,83.05,3.19,199530592.58,92,134415,25.63,429.58,18,1,Marine Drive,Travel Group,117438,130714,141154,127620,1.04
2022-04-11,2022,4,No Major Event,None,67624,47568,20056,87.71,4.36,116832201.02,163,71082,27.54,330.18,15,1,Cherai Beach,Private Agency,71675,62020,73298,68654,0.95
2023-09-03,2023,9,Wedding Season,MICE,124310,97183,27127,50.29,4.72,347097101.44,67,128872,27.34,133.25,10,0,Hill Palace,Government Package,127526,124041,124288,125041,1.09
2023-04-27,2023,4,Conference,MICE,113574,70189,43385,78.43,4.75,308689708.2,167,129399,25.85,197.3,31,0,Lulu Mall,Private Agency,111956,117578,123835,116735,1.15
2024-08-17,2024,8,Cruise Season,Cruise Tourism,56425,41204,15221,70.13,1.7,155969688.43,2743,69734,31.07,361.02,4,1,Hill Palace,Private Agency,56721,55445,46065,53664,0.97
2023-04-05,2023,4,Wedding Season,MICE,107475,85905,21570,87.6,4.92,203041202.83,152,119796,24.4,148.45,16,0,Chinese Fishing Nets,Self-Planned,108996,110279,116444,110798,0.96
2024-05-22,2024,5,Monsoon Dip,Low Season,125992,95024,30968,54.5,4.23,318371817.43,192,138099,29.3,251.91,23,0,Fort Kochi,Travel Group,126617,123304,118962,123718,1.13
2023-10-21,2023,10,Conference,MICE,64932,48466,16466,52.83,2.66,172337763.4,38,67959,32.23,222.55,2,0,Lulu Mall,Government Package,63742,71920,82489,70770,1.13
2024-06-26,2024,6,No Major Event,None,95502,65533,29969,62.39,4.02,211312518.5,118,112940,28.36,284.15,5,0,Hill Palace,Government Package,96798,101250,109917,100866,1.0
2023-07-03,2023,7,Biennale,Arts & Cultural,92338,56567,35771,53.19,2.3,185071208.09,2209,100610,24.36,489.23,48,1,Marine Drive,Private Agency,89280,100230,82982,91207,1.14
2024-04-30,2024,4,Peak Season,Tourism,54628,41262,13366,91.09,5.33,158738145.75,724,65949,31.36,590.57,17,1,Fort Kochi,Private Agency,52659,49890,47060,51059,0.89
2024-06-27,2024,6,Peak Season,Tourism,77588,52721,24867,51.14,2.53,208800656.13,1487,96404,28.97,253.53,43,0,Mattancherry Palace,Travel Group,73468,79190,93135,80845,1.01
2023-08-01,2023,8,No Major Event,None,108382,71807,36575,50.01,4.11,276040471.09,115,121261,31.97,401.34,2,1,Marine Drive,Government Package,107294,108132,110636,108611,1.17
2024-07-01,2024,7,Conference,MICE,107875,85513,22362,78.23,3.07,206917545.95,67,113105,30.47,68.61,48,0,Marine Drive,Self-Planned,112635,109669,89194,104843,1.1
2022-08-01,2022,8,Conference,MICE,67798,44847,22951,67.75,2.39,162612697.24,60,84871,24.18,60.3,19,0,Fort Kochi,Travel Group,72584,76562,77583,73631,0.94
2023-11-08,2023,11,Biennale,Arts & Cultural,106483,68865,37618,87.69,2.11,139732017.82,1711,121000,29.95,378.89,26,1,Chinese Fishing Nets,Private Agency,109694,111225,123481,112720,0.81
2022-09-11,2022,9,Conference,MICE,121510,90967,30543,91.87,1.82,211061972.81,138,136559,27.03,345.16,48,1,Marine Drive,Travel Group,120612,123784,110572,119119,1.08
2022-04-11,2022,4,Monsoon Dip,Low Season,95878,63923,31955,75.35,2.27,179582012.17,192,113921,29.97,81.41,37,0,Mattancherry Palace,Travel Group,97356,103155,83857,95061,1.11
2023-01-23,2023,1,Biennale,Arts & Cultural,112991,73820,39171,93.54,4.23,195909096.89,677,126341,25.8,487.17,15,1,Chinese Fishing Nets,Government Package,108681,119258,113560,113622,1.19
2023-02-19,2023,2,Peak Season,Tourism,79200,50823,28377,74.97,4.69,228770578.03,988,92272,27.72,15.29,2,0,Bolgatty Palace,Private Agency,77685,87764,84555,82301,1.18
2022-12-03,2022,12,Wedding Season,MICE,57668,36884,20784,67.27,4.06,88450062.82,38,66935,30.11,20.1,0,0,Fort Kochi,Government Package,54970,61552,59047,58309,1.13
2024-09-02,2024,9,No Major Event,None,71555,47523,24032,91.61,4.85,186523875.66,162,79499,28.97,531.87,43,1,Chottanikkara Temple,Self-Planned,66711,77968,76722,73239,1.05
2024-12-01,2024,12,Biennale,Arts & Cultural,72962,54380,18582,85.3,2.11,143383955.54,1253,85518,27.84,49.99,47,0,Fort Kochi,Travel Group,73432,82552,58259,71801,1.15
2022-02-08,2022,2,Conference,MICE,118068,85964,32104,83.05,1.85,219039694.81,190,134388,28.39,28.52,20,0,Fort Kochi,Government Package,122510,119082,124343,121000,1.01
2022-10-30,2022,10,Conference,MICE,91218,68222,22996,64.81,2.55,202714518.47,115,94975,29.84,533.54,13,1,Fort Kochi,Travel Group,86310,87341,96930,90449,0.95
2024-10-03,2024,10,Onam Festival,Festival,117575,92043,25532,83.98,2.09,225962294.54,138,121910,24.87,387.53,4,1,Hill Palace,Private Agency,116745,118483,132975,121444,0.96
2024-05-11,2024,5,Wedding Season,MICE,64180,43940,20240,85.4,3.07,98974721.89,184,69768,27.59,249.3,16,0,Bolgatty Palace,Self-Planned,69032,69627,63261,66525,0.93
2024-10-25,2024,10,Wedding Season,MICE,52764,34349,18415,67.83,4.52,133667542.83,70,64352,24.79,474.71,34,1,Bolgatty Palace,Self-Planned,53379,59243,44705,52522,1.12
2023-05-14,2023,5,Biennale,Arts & Cultural,69809,55079,14730,62.32,5.14,92416201.77,281,89418,24.11,222.64,4,0,Cherai Beach,Government Package,73161,69364,49837,65542,0.89
2022-08-22,2022,8,No Major Event,None,82196,57380,24816,65.35,2.62,218573910.83,61,100786,31.0,151.23,9,0,Fort Kochi,Private Agency,78272,86903,93109,85120,1.0
2022-06-21,2022,6,Peak Season,Tourism,87278,54840,32438,91.97,1.62,152398948.43,2426,90615,28.09,350.41,0,1,Hill Palace,Private Agency,86169,81150,96288,87721,1.05
2022-09-21,2022,9,No Major Event,None,67253,47213,20040,61.29,5.36,84979546.09,118,81543,26.63,585.69,28,1,Fort Kochi,Travel Group,62897,58969,82866,67996,0.89
2022-07-08,2022,7,Onam Festival,Festival,63034,38512,24522,86.64,4.02,101422388.3,95,82937,30.93,582.1,29,1,Marine Drive,Self-Planned,64598,72528,73032,68298,0.82
2022-03-29,2022,3,No Major Event,None,102060,81308,20752,85.81,3.27,282712110.11,102,107753,28.36,56.53,20,0,Bolgatty Palace,Government Package,104219,105297,100135,102927,0.81
2023-07-25,2023,7,Biennale,Arts & Cultural,125574,85420,40154,54.6,4.95,359361774.59,1308,130316,29.54,81.42,2,0,Lulu Mall,Travel Group,127470,123596,125981,125655,1.08
2024-07-13,2024,7,Onam Festival,Festival,91465,64668,26797,92.72,3.08,204525220.62,61,103970,27.94,193.76,30,0,Chottanikkara Temple,Private Agency,89450,88955,98212,92020,1.12
2023-05-15,2023,5,Monsoon Dip,Low Season,88385,70215,18170,93.04,4.28,132497361.74,129,93183,25.9,466.2,4,1,Lulu Mall,Travel Group,91258,96455,80376,89118,0.82
2022-04-06,2022,4,Biennale,Arts & Cultural,119087,87226,31861,93.57,2.84,198458008.04,559,127467,32.17,391.29,30,1,Lulu Mall,Government Package,121552,115749,127891,121069,1.04
2024-05-14,2024,5,Conference,MICE,129614,98406,31208,71.82,4.74,181117430.42,122,140053,29.63,265.79,3,0,Marine Drive,Travel Group,134397,120453,116955,125354,1.12
2024-10-26,2024,10,Monsoon Dip,Low Season,84609,62935,21674,68.37,5.02,156802873.0,91,101491,31.01,135.98,23,0,Hill Palace,Travel Group,85818,75600,92948,84743,0.91
2024-02-21,2024,2,Cruise Season,Cruise Tourism,111088,80138,30950,72.15,5.28,296774693.93,1947,115980,28.21,46.07,25,0,Chinese Fishing Nets,Private Agency,107684,111531,97600,106975,0.91
2024-06-16,2024,6,No Major Event,None,124030,74649,49381,83.09,1.6,283087001.49,116,135347,25.17,438.07,30,1,Fort Kochi,Travel Group,120685,131443,116117,123068,0.94
2022-06-06,2022,6,Onam Festival,Festival,72461,47518,24943,93.3,4.64,150813223.68,114,85937,30.95,361.18,5,1,Mattancherry Palace,Private Agency,68325,80070,89646,77625,0.84
2023-01-01,2023,1,Monsoon Dip,Low Season,66813,42217,24596,91.96,1.63,192739872.63,183,76175,32.67,586.99,8,1,Bolgatty Palace,Government Package,67114,76322,47573,64455,1.18
2023-01-15,2023,1,Onam Festival,Festival,63863,38355,25508,90.48,2.12,86742146.68,161,73228,31.08,387.06,43,1,Fort Kochi,Government Package,68558,58305,83135,68465,1.1
2022-07-10,2022,7,Cruise Season,Cruise Tourism,125954,94659,31295,88.95,4.62,297019371.64,1313,145056,32.49,218.76,8,0,Chottanikkara Temple,Self-Planned,129360,119142,107335,120447,1.08
2022-05-18,2022,5,Onam Festival,Festival,80665,53588,27077,92.23,3.63,229424126.19,126,91517,30.95,92.97,40,0,Chinese Fishing Nets,Travel Group,78164,90038,66710,78894,0.82
2023-03-05,2023,3,No Major Event,None,67360,45506,21854,88.5,3.99,83943554.93,25,85482,27.17,369.74,10,1,Marine Drive,Self-Planned,71822,61110,81369,70415,0.93
2023-05-13,2023,5,Monsoon Dip,Low Season,104352,82584,21768,67.75,4.27,214530247.21,109,114523,24.9,216.46,44,0,Fort Kochi,Self-Planned,106014,113190,97333,105222,0.87
2024-08-16,2024,8,Onam Festival,Festival,69249,48891,20358,70.02,4.39,190567999.61,128,75904,31.17,130.09,10,0,Fort Kochi,Private Agency,73557,71287,64450,69635,1.14
2022-10-22,2022,10,Biennale,Arts & Cultural,54546,41231,13315,61.45,1.7,156464349.92,1150,68651,24.09,467.16,0,1,Chottanikkara Temple,Private Agency,51726,45614,70355,55560,1.16
2023-10-31,2023,10,No Major Event,None,50035,37534,12501,87.01,3.91,95086666.82,151,60887,27.36,334.58,4,1,Hill Palace,Private Agency,47442,40636,51153,47316,0.82
2023-09-13,2023,9,Peak Season,Tourism,75382,48268,27114,65.36,2.03,108012938.19,2100,94299,25.38,85.39,14,0,Hill Palace,Government Package,80103,84021,64453,75989,0.86
2024-09-25,2024,9,Monsoon Dip,Low Season,119967,73388,46579,79.65,3.27,313756474.26,49,138116,26.92,63.23,2,0,Bolgatty Palace,Private Agency,120979,122157,116702,119951,0.95
2022-09-11,2022,9,Monsoon Dip,Low Season,90968,56113,34855,78.53,4.94,157643563.5,98,97962,31.88,270.79,7,0,Cherai Beach,Private Agency,94911,82573,89209,89415,1.01
2022-03-13,2022,3,No Major Event,None,97448,74168,23280,87.36,2.3,246032292.5,126,104600,31.95,465.19,9,1,Lulu Mall,Private Agency,93210,90306,110673,97909,0.96
2024-09-25,2024,9,Wedding Season,MICE,63073,38743,24330,76.9,4.47,107603583.71,51,72478,24.34,122.02,42,0,Chinese Fishing Nets,Government Package,67898,65799,49155,61481,1.14
2022-01-03,2022,1,Monsoon Dip,Low Season,51993,40026,11967,59.87,3.01,98435695.85,194,68131,32.55,522.49,47,1,Mattancherry Palace,Government Package,51705,47480,48623,49950,0.83
2024-09-07,2024,9,No Major Event,None,58965,41440,17525,92.24,2.61,113311244.54,28,74045,31.56,544.96,41,1,Marine Drive,Self-Planned,61093,52573,67327,59989,1.0
2024-02-16,2024,2,Cruise Season,Cruise Tourism,64728,44462,20266,75.46,4.38,123558849.26,340,70260,32.98,552.42,8,1,Fort Kochi,Private Agency,64969,58224,78724,66661,1.03
2022-05-19,2022,5,Wedding Season,MICE,70076,54193,15883,68.47,5.04,153271036.59,127,84542,28.13,108.19,37,0,Chottanikkara Temple,Travel Group,72354,63092,83503,72256,1.06
2023-03-01,2023,3,Monsoon Dip,Low Season,110320,85908,24412,89.75,3.51,209624052.56,107,125262,31.8,355.91,32,1,Chinese Fishing Nets,Government Package,108907,112827,110769,110705,1.13
2023-12-30,2023,12,Monsoon Dip,Low Season,125085,79798,45287,63.35,4.63,236009535.76,183,135851,26.46,314.08,25,1,Chinese Fishing Nets,Self-Planned,128833,115969,111722,120402,1.05
2024-02-22,2024,2,Monsoon Dip,Low Season,57880,38967,18913,66.08,4.51,115018346.06,132,67330,30.24,425.03,37,1,Hill Palace,Self-Planned,54633,54047,40123,51670,0.98
2024-09-22,2024,9,Biennale,Arts & Cultural,107000,67776,39224,58.96,3.42,176987399.3,164,123293,29.2,599.55,18,1,Lulu Mall,Travel Group,110295,97074,111384,106438,0.99
2024-08-03,2024,8,Wedding Season,MICE,94572,65724,28848,87.58,3.25,163446176.78,46,101814,28.67,515.95,26,1,Cherai Beach,Travel Group,95436,100947,110626,100395,1.03
2023-01-31,2023,1,Cruise Season,Cruise Tourism,65953,49356,16597,64.1,2.4,168338695.85,829,73336,32.54,288.96,30,0,Marine Drive,Government Package,68145,58911,71832,66210,0.88
2024-02-04,2024,2,Peak Season,Tourism,65122,50187,14935,79.32,1.84,188193658.71,2626,82494,25.26,592.5,6,1,Bolgatty Palace,Self-Planned,66294,73912,72862,69547,1.0
2023-06-09,2023,6,Wedding Season,MICE,101311,78551,22760,93.59,3.57,240081613.67,84,107410,27.45,48.1,25,0,Hill Palace,Self-Planned,96540,102528,98168,99636,0.97
2023-05-10,2023,5,Onam Festival,Festival,114429,87830,26599,63.23,4.71,242432740.55,38,124473,30.23,112.85,26,0,Bolgatty Palace,Travel Group,118913,114769,123179,117822,1.12
2022-07-12,2022,7,Conference,MICE,75780,48538,27242,60.35,1.7,226367893.17,63,91179,26.93,60.13,34,0,Fort Kochi,Travel Group,78554,74750,81030,77528,0.88
2024-06-23,2024,6,No Major Event,None,50250,31835,18415,74.87,1.65,87794154.21,28,54137,29.54,192.79,42,0,Chottanikkara Temple,Private Agency,50030,47480,50363,49530,1.19
2024-12-17,2024,12,Peak Season,Tourism,103046,69108,33938,80.15,1.86,154025804.1,584,114124,26.56,519.78,4,1,Chinese Fishing Nets,Private Agency,100487,104809,117573,106478,1.03
2022-09-25,2022,9,Monsoon Dip,Low Season,97834,70292,27542,84.75,5.41,276268684.61,69,117820,27.8,324.62,14,1,Chottanikkara Temple,Private Agency,95704,88388,112292,98554,1.16
2024-03-28,2024,3,Wedding Season,MICE,83676,53211,30465,62.55,2.98,239041606.01,43,101168,24.05,401.0,3,1,Chinese Fishing Nets,Private Agency,82386,75796,63777,76408,1.19
2022-04-02,2022,4,Biennale,Arts & Cultural,80199,60257,19942,67.74,2.55,106472572.23,2735,91213,31.53,295.01,7,0,Fort Kochi,Self-Planned,75397,84704,99352,84913,0.88
2024-04-04,2024,4,Peak Season,Tourism,116873,88074,28799,80.64,4.85,284151012.5,2482,132507,29.66,257.11,18,0,Lulu Mall,Government Package,114551,123660,131668,121688,1.12
2023-06-13,2023,6,No Major Event,None,104890,66179,38711,58.57,3.18,266784897.97,53,122149,26.92,14.96,47,0,Lulu Mall,Government Package,103856,95298,119328,105843,0.95
